CountyName,Year,loading_kgha,mean_monthly_coverage_frac,valid_months
Adair,2000.0,1.0666852547371086,0.7706521973968505,12
Adair,2001.0,10.39454198756642,0.7909927286921925,12
Adair,2002.0,1.8787664608286312,0.7589995665251847,12
Adair,2003.0,4.33902820942227,0.7749961476086886,12
Adair,2004.0,7.951965185711045,0.8743571644653351,12
Adair,2005.0,5.206596222690014,0.8230757582750146,12
Adair,2006.0,2.379589016143017,0.7888881541481342,12
Adair,2007.0,20.33079723780283,0.8765066727173006,12
Adair,2008.0,16.53766927549014,0.6621908321168269,9
Adair,2009.0,7.145189038407057,0.6771351259283017,9
Adair,2010.0,19.646877954167934,0.9256385706556558,12
Adair,2011.0,10.911577680979798,0.9085447685922157,12
Adair,2012.0,4.222368127621219,0.8550689204420223,12
Adair,2013.0,11.25060383612416,0.8401695603384548,12
Adair,2014.0,14.597178758089989,0.9085447685922157,12
Adair,2015.0,16.126361928880527,0.9256385706556558,12
Adair,2016.0,9.462689369113056,0.9256385706556558,12
Adair,2017.0,7.296700933337206,0.7984208730977173,12
Adair,2018.0,8.625581780340914,0.8423190685904203,12
Adair,2019.0,8.919631926995233,0.8914509665287754,12
Adair,2020.0,2.646644731764883,0.8133651669091919,12
Adams,2000.0,0.9527531091234263,0.2597031008042454,11
Adams,2001.0,11.04123848793258,0.23609372800385944,10
Adams,2002.0,1.1306557857802206,0.23609372800385944,10
Adams,2003.0,2.4043079674828767,0.23609372800385944,10
Adams,2004.0,8.854371665186573,0.28331247360463135,12
Adams,2005.0,3.9986564247257426,0.28331247360463135,12
Adams,2006.0,1.688978926711493,0.28331247360463135,12
Adams,2007.0,28.30566864213932,0.2597031008042454,11
Adams,2008.0,22.355312195653326,0.18887498240308756,8
Adams,2009.0,7.1635535651571445,0.21248435520347353,9
Adams,2010.0,22.9462413707159,0.28331247360463135,12
Adams,2011.0,9.712411057105202,0.28331247360463135,12
Adams,2012.0,6.719768790628356,0.28331247360463135,12
Adams,2013.0,16.355834622027768,0.28331247360463135,12
Adams,2014.0,22.47949999988231,0.28331247360463135,12
Adams,2015.0,24.924258160552654,0.28331247360463135,12
Adams,2016.0,15.116729180591067,0.28331247360463135,12
Adams,2017.0,10.160942781103845,0.2597031008042454,11
Adams,2018.0,9.601968104529877,0.2597031008042454,11
Adams,2019.0,11.908523783512132,0.28331247360463135,12
Adams,2020.0,3.5429809057100585,0.28331247360463135,12
Allamakee,2000.0,15.541606441603903,1.0,12
Allamakee,2001.0,20.43158481002496,1.0,12
Allamakee,2002.0,9.356527288777153,1.0,12
Allamakee,2003.0,6.296517915048483,1.0,12
Allamakee,2004.0,14.261301518198362,1.0,12
Allamakee,2005.0,8.85510341589713,1.0,12
Allamakee,2006.0,13.053403135233264,1.0,12
Allamakee,2007.0,35.45337866675041,1.0,12
Allamakee,2008.0,30.398684284000492,0.7502290162389978,10
Allamakee,2009.0,8.091478992262717,0.75,9
Allamakee,2010.0,21.02804485754881,1.0,12
Allamakee,2011.0,25.953299515547652,1.0,12
Allamakee,2012.0,8.037898109846626,0.9744481693757998,12
Allamakee,2013.0,25.81399986833365,1.0,12
Allamakee,2014.0,20.765838950882262,1.0,12
Allamakee,2015.0,14.925812061459972,1.0,12
Allamakee,2016.0,39.883950285166044,1.0,12
Allamakee,2017.0,29.52581855486141,1.0,12
Allamakee,2018.0,34.66227556555753,1.0,12
Allamakee,2019.0,39.72034700553221,1.0,12
Allamakee,2020.0,26.66867124593796,1.0,12
Appanoose,2000.0,0.21788074779063238,0.8985960834981493,12
Appanoose,2001.0,3.953729709570377,0.9085187417159624,12
Appanoose,2002.0,1.5245855072323926,0.9205188843366874,12
Appanoose,2003.0,3.6147497513374063,0.7111570309404106,12
Appanoose,2004.0,2.8310878162989654,0.9085187417159624,12
Appanoose,2005.0,1.2705112504070983,0.914518813026325,12
Appanoose,2006.0,0.8475757159550138,0.914518813026325,12
Appanoose,2007.0,4.681743422747097,0.9085187417159624,12
Appanoose,2008.0,6.293262484641673,0.6813890562869718,9
Appanoose,2009.0,3.677121284699237,0.6813890562869718,9
Appanoose,2010.0,9.123167035267647,0.9085187417159624,12
Appanoose,2011.0,5.212119221242405,0.9085187417159624,12
Appanoose,2012.0,0.9312054786284775,0.9085187417159624,12
Appanoose,2013.0,4.582969921008025,0.8487315761011409,12
Appanoose,2014.0,4.178860434192401,0.9085187417159624,12
Appanoose,2015.0,4.905217178359476,0.9085187417159624,12
Appanoose,2016.0,3.944386147955703,0.9085187417159624,12
Appanoose,2017.0,4.700642873834889,0.7111570309404106,12
Appanoose,2018.0,6.506279085851674,0.5795825570900427,12
Appanoose,2019.0,4.776142206872804,0.914518813026325,12
Appanoose,2020.0,1.734419394217598,0.9085187417159624,12
Audubon,2000.0,1.3687479077989806,0.8073394925030257,12
Audubon,2001.0,9.44598105361209,0.8715596616686838,12
Audubon,2002.0,1.7865904652409306,1.0,12
Audubon,2003.0,6.151206600618153,0.9357798308343419,12
Audubon,2004.0,15.991420906736959,1.0,12
Audubon,2005.0,9.579750126456148,1.0,12
Audubon,2006.0,4.84818747610998,1.0,12
Audubon,2007.0,37.079485551175,1.0,12
Audubon,2008.0,21.54847182030563,0.7345084583236915,9
Audubon,2009.0,12.725621977972262,0.75,9
Audubon,2010.0,30.915873995919412,1.0,12
Audubon,2011.0,12.567557496508666,1.0,12
Audubon,2012.0,5.2983614960759295,0.8715596616686838,12
Audubon,2013.0,19.997753070645192,1.0,12
Audubon,2014.0,20.974471816631027,1.0,12
Audubon,2015.0,33.722412243251085,1.0,12
Audubon,2016.0,30.993707110690032,1.0,12
Audubon,2017.0,15.606249179528625,1.0,12
Audubon,2018.0,20.894359611856803,1.0,12
Audubon,2019.0,18.407871495123494,1.0,12
Audubon,2020.0,6.035401462432902,1.0,12
Benton,2000.0,12.451647271470707,1.0,12
Benton,2001.0,30.052274756519278,1.0,12
Benton,2002.0,9.149377497543105,1.0,12
Benton,2003.0,16.31070904212908,1.0,12
Benton,2004.0,23.51080152393059,1.0,12
Benton,2005.0,16.2757792151138,1.0,12
Benton,2006.0,18.616247534908005,1.0,12
Benton,2007.0,42.48314436761655,1.0,12
Benton,2008.0,52.69416794831651,0.9742950961428384,12
Benton,2009.0,28.255048256472868,0.9614426442142575,12
Benton,2010.0,36.55352557968261,1.0,12
Benton,2011.0,20.468662633702646,1.0,12
Benton,2012.0,5.460544467114317,1.0,12
Benton,2013.0,37.89774404861486,1.0,12
Benton,2014.0,21.094757000539275,1.0,12
Benton,2015.0,34.67592034115877,1.0,12
Benton,2016.0,47.358931807047604,1.0,12
Benton,2017.0,28.769046306082018,1.0,12
Benton,2018.0,45.11875813458218,1.0,12
Benton,2019.0,32.892808327808396,1.0,12
Benton,2020.0,26.248012218877754,1.0,12
Black Hawk,2000.0,14.381803856738081,0.9990223277502874,12
Black Hawk,2001.0,30.763080448756067,0.9993482185001916,12
Black Hawk,2002.0,8.576791799724047,1.0,12
Black Hawk,2003.0,15.403254844050714,1.0,12
Black Hawk,2004.0,24.490081600544116,1.0,12
Black Hawk,2005.0,15.781768679624243,1.0,12
Black Hawk,2006.0,19.491777395573973,1.0,12
Black Hawk,2007.0,41.56425192640134,1.0,12
Black Hawk,2008.0,50.66784463147319,0.9873447179404402,12
Black Hawk,2009.0,26.89157867245996,0.9589135632692907,12
Black Hawk,2010.0,37.53145673858978,1.0,12
Black Hawk,2011.0,21.78606625842684,1.0,12
Black Hawk,2012.0,5.96631109946394,0.99888409787568,12
Black Hawk,2013.0,39.213630909757775,1.0,12
Black Hawk,2014.0,20.526134133367265,1.0,12
Black Hawk,2015.0,31.27396056337765,1.0,12
Black Hawk,2016.0,50.366192078980404,1.0,12
Black Hawk,2017.0,31.119888314748536,1.0,12
Black Hawk,2018.0,47.170770623996695,1.0,12
Black Hawk,2019.0,33.48133530614726,1.0,12
Black Hawk,2020.0,26.845394471159285,0.999918527312524,12
